DPA08/MAR.01283	PoliticsSociety
DPA08/AUG.10507	PoliticsSociety
DPA08/NOV.02405	PoliticsSociety
A10/MAI.01476	PublicLifeAndInfrastructure
A10/JUL.02995	PoliticsSociety
DPA06/FEB.10927	Business
DPA06/MAI.13904	PoliticsSociety
NUN97/APR.00516	PoliticsSociety
B00/FEB.10062	PoliticsSociety
DKI13/APR.00440	PoliticsSociety
I99/FEB.05258	LifeAndLeisure
NUN10/FEB.02435	PoliticsSociety
HMP11/JAN.00312	PoliticsSociety
RHZ11/MAR.08316	LifeAndLeisure
RHZ11/MAR.12128	PoliticsSociety
RHZ11/MAI.09297	LifeAndLeisure
RHZ11/OKT.16539	LifeAndLeisure
RHZ11/NOV.27909	PoliticsSociety
K99/APR.22078	LifeAndLeisure
K99/JUN.43600	PoliticsSociety
K99/SEP.65603	PoliticsSociety
O98/JAN.05953	PoliticsSociety
T96/APR.19164	LifeAndLeisure
T96/JUL.30357	LifeAndLeisure
T96/OKT.47749	PoliticsSociety
B01/MAI.39127	PublicLifeAndInfrastructure
B01/MAI.40604	Business
RHZ06/FEB.05490	LifeAndLeisure
RHZ06/JUN.04423	LifeAndLeisure
RHZ06/JUL.14289	Medical
RHZ06/OKT.22267	PublicLifeAndInfrastructure
RHZ06/NOV.15085	PoliticsSociety
U93/MAI.03780	LifeAndLeisure
U93/DEZ.05150	Business
M10/AUG.56172	LifeAndLeisure
M10/NOV.77645	LifeAndLeisure
A11/JAN.05948	LifeAndLeisure
A11/DEZ.10533	FineArts
SVZ08/JUL.00855	PublicLifeAndInfrastructure
R98/APR.32144	PoliticsSociety
R98/MAI.42773	PoliticsSociety
BRZ05/OKT.20413	PoliticsSociety
NUN99/APR.00813	LifeAndLeisure
NUN98/JUL.02024	PoliticsSociety
DPA11/JUN.10658	PoliticsSociety
DPA11/AUG.04150	LifeAndLeisure
DPA11/NOV.12361	PoliticsSociety
RHZ96/NOV.17326	LifeAndLeisure
B06/FEB.15143	PoliticsSociety
B98/DEZ.85445	PublicLifeAndInfrastructure
RHP12/FEB.00228	PoliticsSociety
T08/JAN.01834	LifeAndLeisure
RHZ02/MAR.17770	LifeAndLeisure
RHZ02/APR.18842	PoliticsSociety
RHZ02/MAI.04703	LifeAndLeisure
RHZ02/AUG.23494	PoliticsSociety
RHZ02/SEP.08712	PoliticsSociety
M00/APR.13152	LifeAndLeisure
U98/MAR.22141	PoliticsSociety
NON10/FEB.11972	LifeAndLeisure
NON10/OKT.18213	LifeAndLeisure
N97/OKT.42534	LifeAndLeisure
NUZ08/APR.01133	FineArts
NUZ08/JUN.00833	PoliticsSociety
DKI12/JUN.02964	PoliticsSociety
M12/NOV.06259	LifeAndLeisure
SVZ06/SEP.07326	LifeAndLeisure
DPA10/APR.07787	PoliticsSociety
DPA10/AUG.08951	PoliticsSociety
N00/SEP.39940	LifeAndLeisure
B02/OKT.70852	PoliticsSociety
B02/NOV.82813	PoliticsSociety
B03/NOV.79099	PublicLifeAndInfrastructure
SOZ06/NOV.01397	PublicLifeAndInfrastructure
M08/APR.26205	PoliticsSociety
T03/NOV.55354	PoliticsSociety
RHZ13/JAN.03695	PoliticsSociety
RHZ13/JUN.31212	LifeAndLeisure
RHZ13/AUG.10039	PoliticsSociety
RHZ13/AUG.30726	PoliticsSociety
RHZ13/DEZ.17713	PoliticsSociety
RHZ10/JUN.01877	LifeAndLeisure
RHZ10/NOV.07158	LifeAndLeisure
T02/JUL.35364	PoliticsSociety
NUZ05/AUG.01738	PoliticsSociety
RHZ08/DEZ.06835	PublicLifeAndInfrastructure
NON14/JAN.16872	Medical
NON14/FEB.04449	PublicLifeAndInfrastructure
NON14/APR.05460	LifeAndLeisure
Z05/SEP.00347	PoliticsSociety
K98/JUL.53963	PoliticsSociety
HMP08/SEP.01767	PoliticsSociety
F97/709.39816	PoliticsSociety
T09/FEB.04305	LifeAndLeisure
M13/MAI.00942	LifeAndLeisure
M13/JUL.08414	LifeAndLeisure
RHZ99/JUN.00350	LifeAndLeisure
RHZ99/JUN.02382	Individual
U07/JUN.00524	Individual
I00/NOV.68484	Law
O00/FEB.12948	LifeAndLeisure
NUN94/APR.00391	PublicLifeAndInfrastructure
F01/103.13323	Business
F01/105.36005	PoliticsSociety
RHZ00/MAR.01421	LifeAndLeisure
RHZ00/APR.02146	LifeAndLeisure
RHZ00/APR.07955	LifeAndLeisure
RHZ00/JUN.13360	PoliticsSociety
RHZ00/NOV.00375	PoliticsSociety
U11/MAR.00718	PoliticsSociety
NON09/MAI.16153	Business
O99/MAR.39241	LifeAndLeisure
A98/JUN.41722	PoliticsSociety
A98/OKT.67206	Law
Z02/212.05884	LifeAndLeisure
DNN13/DEZ.00569	Business
HAZ08/MAR.02507	PoliticsSociety
BRZ06/MAI.16628	LifeAndLeisure
BRZ06/DEZ.03253	LifeAndLeisure
RHP13/JAN.05857	LifeAndLeisure
RHP13/MAR.15714	Business
RHP13/MAI.13838	LifeAndLeisure
RHP13/OKT.07284	Business
RHP13/DEZ.11538	LifeAndLeisure
SVZ10/MAR.12759	PoliticsSociety
SVZ10/JUL.02634	PoliticsSociety
SVZ10/DEZ.12750	PublicLifeAndInfrastructure
BVZ11/JUN.03132	FineArts
N95/JUL.27956	PoliticsSociety
HMP09/OKT.01328	PublicLifeAndInfrastructure
A13/JUN.06069	LifeAndLeisure
BRZ09/JAN.09355	PoliticsSociety
BRZ09/JUN.09445	PoliticsSociety
BRZ09/AUG.13033	LifeAndLeisure
U10/APR.02508	PoliticsSociety
U10/AUG.04144	LifeAndLeisure
U10/SEP.01921	PoliticsSociety
LTB10/MAR.00175	PoliticsSociety
NUN91/JUL.00242	LifeAndLeisure
